Mass	Value
72,781	5,843784E-08
72,813	5,877145E-08
72,844	5,882577E-08
72,875	5,858599E-08
72,906	5,783991E-08
72,938	5,636488E-08
72,969	5,419092E-08
73,000	5,158894E-08
73,031	4,881955E-08
73,063	4,601204E-08
73,094	4,323667E-08
73,125	4,054038E-08
73,156	3,786563E-08
73,188	3,501700E-08
73,219	3,182902E-08
73,250	2,835358E-08
73,281	2,480043E-08
73,313	2,138486E-08
73,344	1,832503E-08
73,375	1,585579E-08
73,406	1,413521E-08
73,438	1,321025E-08
73,469	1,309028E-08
73,500	1,372343E-08
73,531	1,489164E-08
73,563	1,628205E-08
73,594	1,766105E-08
73,625	1,885193E-08
73,656	1,963996E-08
73,688	1,989375E-08
73,719	1,975001E-08
73,750	1,956419E-08
73,781	1,960481E-08
73,813	1,979959E-08
73,844	1,986775E-08
73,875	1,966063E-08
73,906	1,926868E-08
73,938	1,882909E-08
73,969	1,834225E-08
74,000	1,773445E-08
74,031	1,703063E-08
74,063	1,636601E-08
74,094	1,580287E-08
74,125	1,518674E-08
74,156	1,428773E-08
74,188	1,308378E-08
74,219	1,178677E-08
74,250	1,056417E-08
74,281	9,375251E-09
74,313	8,178868E-09
74,344	7,093270E-09
74,375	6,226091E-09
74,406	5,586457E-09
74,438	5,196690E-09
74,469	5,099131E-09
74,500	5,294108E-09
74,531	5,720578E-09
74,563	6,274605E-09
74,594	6,918333E-09
74,625	7,696782E-09
74,656	8,549838E-09
74,688	9,242990E-09
74,719	9,594094E-09
74,750	9,647017E-09
74,781	9,569645E-09
74,813	9,447352E-09
74,844	9,201444E-09
74,875	8,770973E-09
74,906	8,306614E-09
74,938	8,055869E-09
74,969	8,084944E-09
75,000	8,163408E-09
75,031	7,948576E-09
75,063	7,306766E-09
75,094	6,466073E-09
75,125	5,798497E-09
75,156	5,411647E-09
75,188	5,108167E-09
75,219	4,742576E-09
75,250	4,400759E-09
75,281	4,243409E-09
75,313	4,293026E-09
75,344	4,443188E-09
75,375	4,667003E-09
75,406	5,082424E-09
75,438	5,759765E-09
75,469	6,563480E-09
75,500	7,300895E-09
75,531	7,902113E-09
75,563	8,314470E-09
75,594	8,480607E-09
75,625	8,527693E-09
75,656	8,677414E-09
75,688	8,904122E-09
75,719	8,937191E-09
75,750	8,649030E-09
75,781	8,242942E-09
75,813	8,001325E-09
75,844	7,976998E-09
75,875	7,996452E-09
75,906	7,867785E-09
75,938	7,549460E-09
75,969	7,195802E-09
76,000	7,001925E-09
76,031	6,990490E-09
76,063	7,015059E-09
76,094	6,916914E-09
76,125	6,643645E-09
76,156	6,268347E-09
76,188	5,937230E-09
76,219	5,816013E-09
76,250	6,077562E-09
76,281	6,919655E-09
76,313	8,566142E-09
76,344	1,122030E-08
76,375	1,495153E-08
76,406	1,956480E-08
76,438	2,465427E-08
76,469	2,984622E-08
76,500	3,491437E-08
76,531	3,970169E-08
76,563	4,407424E-08
76,594	4,793661E-08
76,625	5,120035E-08
76,656	5,374681E-08
76,688	5,552424E-08
76,719	5,667297E-08
76,750	5,742872E-08
76,781	5,795578E-08
76,813	5,830215E-08
76,844	5,834195E-08
76,875	5,779677E-08
76,906	5,644355E-08
76,938	5,430052E-08
76,969	5,162835E-08
77,000	4,879398E-08
77,031	4,612400E-08
77,063	4,376133E-08
77,094	4,158631E-08
77,125	3,935205E-08
77,156	3,688624E-08
77,188	3,411252E-08
77,219	3,101559E-08
77,250	2,765014E-08
77,281	2,412125E-08
77,313	2,057475E-08
77,344	1,718763E-08
77,375	1,418682E-08
77,406	1,192234E-08
77,438	1,072188E-08
77,469	1,052559E-08
77,500	1,087050E-08
77,531	1,130573E-08
77,563	1,169192E-08
77,594	1,214748E-08
77,625	1,279420E-08
77,656	1,354423E-08
77,688	1,416965E-08
77,719	1,456295E-08
77,750	1,476946E-08
77,781	1,482239E-08
77,813	1,471900E-08
77,844	1,450840E-08
77,875	1,432805E-08
77,906	1,431100E-08
77,938	1,440563E-08
77,969	1,434043E-08
78,000	1,390248E-08
78,031	1,319597E-08
78,063	1,247298E-08
78,094	1,183431E-08
78,125	1,122451E-08
78,156	1,058037E-08
78,188	9,865175E-09
78,219	9,029646E-09
78,250	8,065919E-09
78,281	7,118274E-09
78,313	6,466670E-09
78,344	6,345776E-09
78,375	6,799014E-09
78,406	7,714298E-09
78,438	8,938797E-09
78,469	1,036791E-08
78,500	1,199024E-08
78,531	1,382659E-08
78,563	1,580383E-08
78,594	1,775130E-08
78,625	1,949420E-08
78,656	2,088505E-08
78,688	2,183725E-08
78,719	2,236675E-08
78,750	2,251759E-08
78,781	2,231694E-08
78,813	2,186993E-08
78,844	2,134751E-08
78,875	2,084169E-08
78,906	2,037005E-08
78,938	1,995498E-08
78,969	1,952242E-08
79,000	1,889627E-08
79,031	1,809790E-08
79,063	1,736070E-08
79,094	1,671043E-08
79,125	1,590105E-08
79,156	1,483392E-08
79,188	1,371664E-08
79,219	1,276933E-08
79,250	1,197102E-08
79,281	1,112227E-08
79,313	1,008482E-08
79,344	8,949720E-09
79,375	7,996255E-09
79,406	7,514844E-09
79,438	7,606365E-09
79,469	8,101203E-09
79,500	8,731201E-09
79,531	1,058258E-08
79,563	1,160162E-08
79,594	1,270137E-08
79,625	1,359986E-08
79,656	1,403864E-08
79,688	1,416122E-08
79,719	1,436347E-08
79,750	1,479136E-08
79,781	1,517204E-08
79,813	1,522468E-08
79,844	1,503616E-08
79,875	1,489531E-08
79,906	1,487533E-08
79,938	1,469430E-08
79,969	1,405897E-08
